#1's Destiny child [ motion picture ]  	-	Author:	(n/a)	||||	Publisher:	USA :	"BMG Music Entertainment,"	c2005.	||||	Subject:	Popular Music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	F51	(n/a)	||||	Barcode:	CD 2508
Coping with peer pressure [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	Guidance Associates.		||||	Subject:	Peer pressure	||||	Location:	Audio Visual Center	||||	Call ID:	VT	303.3	C79	(n/a)	||||	Barcode:	VT 751
Coral divers say no to cyanide [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	"Cubao, Quezon City :"	Felta Multi   Media Center.		||||	Subject:	Coral reef	||||	Location:	Audio Visual Center	||||	Call ID:	VT	578.7789	C81	(n/a)	||||	Barcode:	VT 587
Coral divers say no to cyanide [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	"Cubao, Quezon City :"	Felta Multi   Media Center.		||||	Subject:	Coral reef	||||	Location:	Audio Visual Center	||||	Call ID:	VT	578.7789	C81	(n/a)	||||	Barcode:	VT 874
Corazon 	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Star Cinema,"	c2012.	||||	Subject:	Monster	||||	Location:	Audio Visual Center	||||	Call ID:	CD	398.2	C81	2012	||||	Barcode:	CD 4118
CORBA 3 fundamentals and programming [computer file] 	-	Author:	"Siegel, Jon."	||||	Publisher:	New York :	"John Wiley & Sons,"	c2000.	||||	Subject:	CORBA (Computer architecture)	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.1'17	Si2	2000	||||	Barcode:	CD 4020
Cordillera 	-	Author:	(n/a)	||||	Publisher:	Quezon City :	"New Filipiniana Video,"	c2001.	||||	Subject:	"Folk dancing, Philippines"	||||	Location:	Audio Visual Center	||||	Call ID:	VT	793.31	C81	2001	||||	Barcode:	VT 869
Cordillera [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Quezon City :	"GMA Network,"	1998]	||||	Subject:	Ethnic group	||||	Location:	Audio Visual Center	||||	Call ID:	CD	305.8'9921	C81	(n/a)	||||	Barcode:	CD 3223
Cordillera highland tribal [ video recording ].	-	Author:	(n/a)	||||	Publisher:	Philippines :	"[ s. l. ],"	c2001.	||||	Subject:	"Folk dancing, Philippine"	||||	Location:	Audio Visual Center	||||	Call ID:	VT	793.31	C81	2001	||||	Barcode:	VT 580
Cordillera region [ map ].	-	Author:	(n/a)	||||	Publisher:	[ Philippines ] :	Abigan.		||||	Subject:	Philippines	||||	Location:	Audio Visual Center	||||	Call ID:	Map	959.9	C81	(n/a)	||||	Barcode:	M 0079
Core concepts in art 	-	Author:	"Adams, Laurie"	||||	Publisher:	Boston :	"McGraw Hill,"	c2004.	||||	Subject:	Art	||||	Location:	Audio Visual Center	||||	Call ID:	CD	709	Ad1	(n/a)	||||	Barcode:	CD 3032
Core concepts in art [ computer file ]  	-	Author:	"Adams, Laurie"	||||	Publisher:	Boston :	"McGraw Hill,"	c2002.	||||	Subject:	Art	||||	Location:	Audio Visual Center	||||	Call ID:	CD	709	Ad1	(n/a)	||||	Barcode:	CD 2442
Core concepts in health [ computer file ]  	-	Author:	(n/a)	||||	Publisher:	Boston :	"McGraw Hill,"	c2002.	||||	Subject:	Health	||||	Location:	Audio Visual Center	||||	Call ID:	CD	613	C81	2002	||||	Barcode:	CD 1101
Core concepts in health [ computer file ]  	-	Author:	(n/a)	||||	Publisher:	Boston :	"McGraw Hill,"	c2002.	||||	Subject:	Health	||||	Location:	Audio Visual Center	||||	Call ID:	CD	613	C81	2002	||||	Barcode:	CD 1541
Core concepts in humanities [computer file]  	-	Author:	"Fiero, Gloria K."	||||	Publisher:	Boston :	"McGraw Hill,"	c2007.	||||	Subject:	"Civilization, Western"	||||	Location:	Audio Visual Center	||||	Call ID:	CD	909'.09821	F46	2007	||||	Barcode:	CD 3558
Core concepts in nursing  	-	Author:	(n/a)	||||	Publisher:	[United States] :	"Thomas Delmar Learning,"	c2003.	||||	Subject:	Nursing.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	610.73	C81	2003	||||	Barcode:	VT 888
Core concepts in nursing  	-	Author:	(n/a)	||||	Publisher:	[United States] :	"Thomas Delmar Learning,"	c2003.	||||	Subject:	Nursing.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	610.73	C81	2003	||||	Barcode:	VT 889
Core concepts in nursing  	-	Author:	(n/a)	||||	Publisher:	[United States] :	"Thomas Delmar Learning,"	c2003.	||||	Subject:	Nursing.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	610.73	C81	2003	||||	Barcode:	VT 890
Core concepts in nursing  	-	Author:	(n/a)	||||	Publisher:	[United States] :	"Thomas Delmar Learning,"	c2003.	||||	Subject:	Nursing.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	610.73	C81	2003	||||	Barcode:	VT 891
Core concepts in nursing  	-	Author:	(n/a)	||||	Publisher:	[United States] :	"Thomas Delmar Learning,"	c2003.	||||	Subject:	Nursing.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	610.73	C81	2003	||||	Barcode:	VT 892
Core concepts in nursing  	-	Author:	(n/a)	||||	Publisher:	[United States] :	"Thomas Delmar Learning,"	c2003.	||||	Subject:	Nursing.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	610.73	C81	2003	||||	Barcode:	VT 893
Core concepts in nursing  	-	Author:	(n/a)	||||	Publisher:	[United States] :	"Thomas Delmar Learning,"	c2003.	||||	Subject:	Nursing.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	610.73	C81	2003	||||	Barcode:	VT 894
Core concepts in nursing  	-	Author:	(n/a)	||||	Publisher:	[United States] :	"Thomas Delmar Learning,"	c2003.	||||	Subject:	Nursing.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	610.73	C81	2003	||||	Barcode:	VT 895
Core Java 2 [computer file]  	-	Author:	"Horstmann, Cay S."	||||	Publisher:	California :	"Sun Microsystems,"	c2000.	||||	Subject:	Java core	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.13'3	H78	2000	||||	Barcode:	CD 469
Core Java 2 [computer file]  	-	Author:	"Horstmann, Cay S."	||||	Publisher:	California :	"Sun Microsystems,"	c2000.	||||	Subject:	Java core	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.13'3	H78	2000	||||	Barcode:	CD 470
Core PHP programming 	-	Author:	"Atkinson, Leon"	||||	Publisher:	New Jersey :	"Prentice Hall,"	c2001.	||||	Subject:	PHP (computer program langauge)	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.2'762	At5	2001	||||	Barcode:	CD 523
Corporate finance [ computer file ]  	-	Author:	"Ross, Stephen A."	||||	Publisher:	Boston :	"McGraw Hill Irwin,"	c2005.	||||	Subject:	Corporations	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.15	R73	2005	||||	Barcode:	CD 1566
Corporate finance [ computer file ]  	-	Author:	"Brealey, Richard A."	||||	Publisher:	Boston :	"McGraw Hill Irwin,"	c2006.	||||	Subject:	Corporations	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.15	B74	(n/a)	||||	Barcode:	CD 2258
Corrections in the 21st century [ computer file ]  	-	Author:	"Schmalleger, Frank."	||||	Publisher:	New York :	"Glencoe McGraw Hill,"	c2001.	||||	Subject:	Corrections	||||	Location:	Audio Visual Center	||||	Call ID:	CD	364.6'023'73	Sch4	2001	||||	Barcode:	CD 1498
Corrs 	-	Author:	(n/a)	||||	Publisher:	USA :	"Atlantic Recording,"	c1999.	||||	Subject:	Popular music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	C81	1999	||||	Barcode:	CD 1882
Cost accounting 	-	Author:	"Horngren, Charles T."	||||	Publisher:	New Jersey :	"Prentice Hall,"	c2003.	||||	Subject:	Cost accounting.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.15'11	H78	2003	||||	Barcode:	CD 962
Cost management 	-	Author:	"Hilton, Ronald W."	||||	Publisher:	Boston :	"McGraw Hill Irwin,"	c2008.	||||	Subject:	Managerial accounting.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.15	H56	(n/a)	||||	Barcode:	CD 3169
Counseling skills demonstrations DVD [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Houghton Mifflin Co,"	c2007.	||||	Subject:	Counseling	||||	Location:	Audio Visual Center	||||	Call ID:	CD	616.89'14	C83	(n/a)	||||	Barcode:	CD 2749
Courageous [motion picture]	-	Author:	(n/a)	||||	Publisher:	"[Culver City, Calif.] :"	"Columbia TriStar Home Entertainment,"	c2012	||||	Subject:	Men	||||	Location:	Audio Visual Center	||||	Call ID:	CD	305.31	C83	2012	||||	Barcode:	CD 4113
Course CBT 	-	Author:	(n/a)	||||	Publisher:	Massachussets :	"Course Technology,"	[c2000]	||||	Subject:	Oracle	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.75'65	C83	2000	||||	Barcode:	CD 455
CoursePrep [computer file] 	-	Author:	"Caudle, Kelly"	||||	Publisher:	"Cambridge, Mass. :"	"Course Technology,"	c2003.	||||	Subject:	Electronic data processing personnel	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.7'13769	C31	2003	||||	Barcode:	CD 3434
Courtship practices [ video recording ]  	-	Author:	(n/a)	||||	Publisher:	[Quezon City :	"GMA Network,"	1998]	||||	Subject:	Courtship	||||	Location:	Audio Visual Center	||||	Call ID:	CD	392.4	C83	(n/a)	||||	Barcode:	CD 3235
Covers Regine [sound recording]  	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Viva Records Corp,"	c2004.	||||	Subject:	Popular Music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	(n/a)	2004	||||	Barcode:	CD 1381
Covers Regine [sound recording]  	-	Author:	(n/a)	||||	Publisher:	Philippines :	"Viva Records Corp,"	c2004.	||||	Subject:	Popular Music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	781.63	(n/a)	2004	||||	Barcode:	CD 1382
CPR [ video recording].	-	Author:	(n/a)	||||	Publisher:	"Boston, MA :"	"Jones and Bartlett Publisher Inc,"	c1993.	||||	Subject:	Cardiopulmunary resuscitation	||||	Location:	Audio Visual Center	||||	Call ID:	VT	616.1025	C18	1993	||||	Barcode:	VT 435
CPR for the professional [ video recording ].	-	Author:	(n/a)	||||	Publisher:	"Sudbury, MA :"	"Jones and Bartlett Pub,"	c1997.	||||	Subject:	Cardiopulmunary resuscitation.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	616.1025	C18	1997	||||	Barcode:	VT 434
Cradles of civilization [computer file].	-	Author:	(n/a)	||||	Publisher:	[s.l] :	"Fogware pub., Zane Pub.,"	c2000.	||||	Subject:	"History, Ancient"	||||	Location:	Audio Visual Center	||||	Call ID:	CD	930	C84	2000	||||	Barcode:	CD 1474
Cranes [ video recording ]	-	Author:	(n/a)	||||	Publisher:	"[New York, NY] :"	"History Channel,"	c2002.	||||	Subject:	"Cranes, derricks, etc."	||||	Location:	Audio Visual Center	||||	Call ID:	CD	621.8'73	C85	(n/a)	||||	Barcode:	CD 2385
Crank  	-	 Author:	(n/a)	||||	Publisher:	"Santa Monica, Calif. :"	"Lionsgate,"	c2009.	||||	 Subject:	Assassins	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	364.152'4	C85	2009	||||	Barcode:	CD 4713
Create a company customers will love to do business with! 	-	Author:	(n/a)	||||	Publisher:	Boston :	"Goldhirsh Group Inc,"	c1994.	||||	Subject:	Customer Service.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	658.812	C86	1994	||||	Barcode:	VT 258
Create a company customers will love to do business with!  	-	 Author:	(n/a)	||||	Publisher:	Boston :	"Goldhirsh Group Inc,"	c1994.	||||	 Subject:	Customer Service.	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	658.812	C86	1994	||||	Barcode:	CD 4631
Create the world's greatest inventions! 	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"Red Hill,"	c1996.	||||	Subject:	Inventions and patents	||||	Location:	Audio Visual Center	||||	Call ID:	CD	608.7	C86	1996	||||	Barcode:	CD 011
Creating a positive classroom atmosphere  	-	Author:	(n/a)	||||	Publisher:	"Phoenix, Ariz. :"	"Universal Dimensions :,"	c1982.	||||	Subject:	Classroom management.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	371.1	C86	1981	||||	Barcode:	VT 800
Creating a power web site 	-	Author:	"Junion Metz, Gail"	||||	Publisher:	New York :	"Neal Schuman Publishers, Inc,"	c1998.	||||	Subject:	Web sites	||||	Location:	Audio Visual Center	||||	Call ID:	CD	005.7'2	J95	(n/a)	||||	Barcode:	CD 2866
Creating a winner 	-	Author:	(n/a)	||||	Publisher:	"Boston, MA :"	"Goldrish,"	c1998.	||||	Subject:	Marketing.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	658.8	C86	1988	||||	Barcode:	VT 264
Creating gender fair schools and classrooms 	-	Author:	"Reed, Lynn Raphael."	||||	Publisher:	London :	"Paul Chapman Publishing,"	2007	||||	Subject:	Sex differences in education	||||	Location:	Graduate School Section	||||	Call ID:	(n/a)	155.3	R25	2007	||||	Barcode:	58252
Creating gender fair schools and classrooms 	-	Author:	"Reed, Lynn Raphael."	||||	Publisher:	London :	"Paul Chapman Publishing,"	2007	||||	Subject:	Sex differences in education	||||	Location:	Audio Visual Center	||||	Call ID:	CD	155.3	R25	2007	||||	Barcode:	CD 3429
Creating web based training 	-	Author:	"Sinclair, Jospeh T."	||||	Publisher:	New York :	"American Management Asso.,"	c2002.	||||	Subject:	Employees	||||	Location:	Audio Visual Center	||||	Call ID:	CD	658.3'124'02	Si6	2002	||||	Barcode:	CD 579
Creative editing for print media [ computer file ]  	-	Author:	"Bowles, Dorothy A."	||||	Publisher:	"Belmont, California :"	"Wadsworth Publishing Co,"	c 1997.	||||	Subject:	Journalism	||||	Location:	Audio Visual Center	||||	Call ID:	D	070.4'1	B68	1997	||||	Barcode:	D 048
Creative Mind Powers [sound recording]  	-	Author:	"Lessart, William Holzworth"	||||	Publisher:	Philippines :	"Felta Automated Learning Center,"	c1986.	||||	Subject:	Imagination	||||	Location:	Audio Visual Center	||||	Call ID:	CT	153.3	L57	(n/a)	||||	Barcode:	CT 065
Criminology 	-	Author:	"Adler, Freda"	||||	Publisher:	New York :	"McGraw Hill,"	c2004.	||||	Subject:	Criminology	||||	Location:	Audio Visual Center	||||	Call ID:	CD	364	Ad5	(n/a)	||||	Barcode:	CD 3147
Criminology [computer file] 	-	Author:	"Adler, Freda"	||||	Publisher:	New York :	"McGraw Hill,"	c2004.	||||	Subject:	Criminology	||||	Location:	Audio Visual Center	||||	Call ID:	CD	364	Ad5	(n/a)	||||	Barcode:	CD 2870
Critical care nursing made incredibly easy [computer file].	-	Author:	(n/a)	||||	Publisher:	Philadelphia :	"Lippincott Williams & Wilkins,"	c2008.	||||	Subject:	Intensive care nursing	||||	Location:	Audio Visual Center	||||	Call ID:	CD	616.02'8	C86	(n/a)	||||	Barcode:	CD 3084
Critical reading inventory 	-	Author:	"Applegate, Mary DeKonty"	||||	Publisher:	Ohio :	"Pearson Education,"	c2004.	||||	Subject:	Reading	||||	Location:	Audio Visual Center	||||	Call ID:	CD	372.48	Ap5	2004	||||	Barcode:	CD 1830
Cross sectional anatomy tutor [computer file].	-	Author:	(n/a)	||||	Publisher:	Massachusetts :	"Exeter Multimedia Publishing,"	c1998.	||||	Subject:	Anatomy	||||	Location:	Audio Visual Center	||||	Call ID:	CD	611	C88	1998	||||	Barcode:	CD 288
Culinary arts & food services [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[ s.l.] :	"Glencoe Mc Graw Hill,"	c1996.	||||	Subject:	Food service	||||	Location:	Audio Visual Center	||||	Call ID:	VT	647.95'068	C89	1996	||||	Barcode:	VT 904
Culinary creation 	-	Author:	"Morgan, James L."	||||	Publisher:	Amsterdam  :	"Elsevier Butterworth Heinemann,"	c2006.	||||	Subject:	Food service.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	647.95	M82	(n/a)	||||	Barcode:	CD 3026
Cullinan and Galda's literature and the child [computer file]  	-	Author:	"Galda, Lee"	||||	Publisher:	Australia :	"Wadsworth,"	c2002.	||||	Subject:	Children	||||	Location:	Audio Visual Center	||||	Call ID:	CD	025.5'5	G13	2002	||||	Barcode:	CD 566
Cults and mysterious societies [video recording]  	-	Author:	(n/a)	||||	Publisher:	"Bethesda, MD :"	"Discovery Communications Inc,"	c2004.	||||	Subject:	Secret Societies	||||	Location:	Audio Visual Center	||||	Call ID:	CD	366	C91	2004	||||	Barcode:	CD 1977
Cultural anthropology [ computer file ]  	-	Author:	"Kottak, Conrad Phillip."	||||	Publisher:	Boston :	"McGraw Hill,"	c2002.	||||	Subject:	Ethnology.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	306	K84	2002	||||	Barcode:	CD 1611
Cultural anthropology [ computer file ]  	-	Author:	"Kottak, Conrad Phillip."	||||	Publisher:	Boston :	"McGraw Hill,"	c2002.	||||	Subject:	Ethnology.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	306	K84	2002	||||	Barcode:	CD 1612
Culture 	-	Author:	(n/a)	||||	Publisher:	[ s. l. ] :	"Old Dog,"	c1993.	||||	Subject:	Culture.	||||	Location:	Audio Visual Center	||||	Call ID:	VT	306	C91	1993	||||	Barcode:	VT 623
Culture What is it? [ video recording ].	-	Author:	(n/a)	||||	Publisher:	[s.l.] :	"[s.n.],"	c1993.	||||	Subject:	Culture	||||	Location:	Audio Visual Center	||||	Call ID:	VT	306	C89	1993	||||	Barcode:	VT 780
Cultures 	-	Author:	"Colman, Warren"	||||	Publisher:	[s.l.] :	"Colman Coomunication Corporation,"	c1997.	||||	Subject:	Cultural differences	||||	Location:	Audio Visual Center	||||	Call ID:	VT	306	C89	1997	||||	Barcode:	VT 779
Current trends in pain management [videorecording]  	-	Author:	(n/a)	||||	Publisher:	New York :	"Film Media Group,"	c2011.	||||	Subject:	Pain	||||	Location:	Audio Visual Center	||||	Call ID:	CD	616.0472	C93	2011	||||	Barcode:	CD 4348
Cutting and bending copper tubing.	-	Author:	(n/a)	||||	Publisher:	[S.l.] :	"Nimco,"	c19?.	||||	Subject:	Plumbing	||||	Location:	Audio Visual Center	||||	Call ID:	VT	696.1	C98	(n/a)	||||	Barcode:	VT 307
Cutting and threading pipe [video recording].	-	Author:	(n/a)	||||	Publisher:	[s.l] :	"Nimco,"	c19?.	||||	Subject:	Pipe	||||	Location:	Audio Visual Center	||||	Call ID:	VT	621.944	C98	(n/a)	||||	Barcode:	VT 310
Cutting and threading pipe [videorecording].	-	 Author:	(n/a)	||||	Publisher:	[S.l] :	"Nimco,"	c19?.	||||	 Subject:	Pipe	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	621.944	C98	(n/a)	||||	Barcode:	CD 4584
CWTS  certified wireless technology specialist study guide (exam PW0 070) [computer file] 	-	Author:	"Carpenter, Tom"	||||	Publisher:	New York :	"McGraw Hill,"	c2010.	||||	Subject:	Wireless LANs	||||	Location:	Audio Visual Center	||||	Call ID:	CD	621.384076	C22	2010	||||	Barcode:	CD 4009
Cyber Education 	-	Author:	"Bisell, Joan"	||||	Publisher:	New York :	"McGraw Hill,"	c2001.	||||	Subject:	Internet.	||||	Location:	Audio Visual Center	||||	Call ID:	CD	4.678	B54	2001	||||	Barcode:	CD 996
CyberEducator 	-	Author:	"Bissel, Joan"	||||	Publisher:	New York :	"McGraw Hill,"	c2001.	||||	Subject:	Internet	||||	Location:	Technological Studies Section	||||	Call ID:	(n/a)	4.678	B54	2001	||||	Barcode:	47082
CyberEducator 	-	Author:	"Bissel, Joan"	||||	Publisher:	New York :	"McGraw Hill,"	c2001.	||||	Subject:	Internet	||||	Location:	Technological Studies Section	||||	Call ID:	(n/a)	4.678	B54	2001	||||	Barcode:	49226
CyberEducator 	-	Author:	"Bissel, Joan"	||||	Publisher:	New York :	"McGraw Hill,"	c2001.	||||	Subject:	Internet	||||	Location:	Audio Visual Center	||||	Call ID:	CD	4.678	B54	2001	||||	Barcode:	CD 1448
Cyrus  	-	Author:	"Duplass, Jay"	||||	Publisher:	"Beverly Hills, Calif. :"	"Twentieth Century Fox,"	c2010.	||||	Subject:	Man woman relationships	||||	Location:	Audio Visual Center	||||	Call ID:	CD	306.7	D92	2010	||||	Barcode:	CD 3792
Daddy day care	-	Author:	(n/a)	||||	Publisher:	"Culver City, Calif. :"	"Columbia TriStar Home Entertainment,"	c2003.	||||	Subject:	Day care centers	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	D12	(n/a)	||||	Barcode:	CD 1310
Daddy day care	-	Author:	(n/a)	||||	Publisher:	"Culver City, Calif. :"	"Columbia TriStar Home Entertainment,"	c2003.	||||	Subject:	Day care centers	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	D12	(n/a)	||||	Barcode:	CD 1311
Daddy day care [ motion picture ]  	-	Author:	"Rodkey, Geoff"	||||	Publisher:	[ s.l. ] :	"Revolution Studios,"	c2003.	||||	Subject:	Family	||||	Location:	Audio Visual Center	||||	Call ID:	CD	791.43	R61	(n/a)	||||	Barcode:	CD 2005
"Dairy, bread, toasting and rehydration [video recording]."	-	Author:	(n/a)	||||	Publisher:	"Hyde Park, NY :"	"Culinary Institute of America,"	c2003.	||||	Subject:	Baking	||||	Location:	Audio Visual Center	||||	Call ID:	VT	641.71	D14	2003	||||	Barcode:	VT 667
"Dairy, bread, toasting and rehydration [videorecording]."	-	 Author:	(n/a)	||||	Publisher:	(n/a)	(n/a)	(n/a)	||||	 Subject:	Baking	||||	Location:	Audio-Visual Center	||||	Call ID:	CD	641.71	D14	2003	||||	Barcode:	CD 4564
Daisy Hontiveros Avellana 	-	Author:	"Avellana, Daisy Hontiveros"	||||	Publisher:	Philippines :	"National Commission for  Culture and the Arts,Cult"	2002	||||	Subject:	Women	||||	Location:	Audio Visual Center	||||	Call ID:	CD	920.72	Av1	2002	||||	Barcode:	CD 487
Dalitan ya ing Ginu [ sound recording ]  	-	Author:	"Canlas, Gregorio"	||||	Publisher:	"Pampanga, Philippines :"	"University of the Assumption,"	c2009.	||||	Subject:	Liturgical Music	||||	Location:	Audio Visual Center	||||	Call ID:	CD	782.29	C16	(n/a)	||||	Barcode:	CD 3345
Daluyong 	-	Author:	"Ilagan, Bonifacio P."	||||	Publisher:	Manila :	"IBON Foundation, Inc,"	c2001.	||||	Subject:	Filipino workers	||||	Location:	Audio Visual Center	||||	Call ID:	CD	330.361'3	IL1	2001	||||	Barcode:	CD 1919
